Time (h),Reading (kg),Average (kg),Delta (g)
302.874815,50.0105,50.0093,0.4
302.874826,50.0086,50.0094,1.0
302.874838,50.0075,50.0091,-0.1
302.87485,50.0110,50.0095,0.1
302.874861,50.0085,50.0101,0.9
302.874873,50.0076,50.0099,0.5
302.874884,50.0107,50.0097,-0.3
302.874896,50.0089,50.0097,-0.4
302.874907,50.0093,50.0097,0.0
302.874919,50.0105,50.0105,1.1
302.874931,50.0094,50.0105,0.7
302.874942,50.0100,50.0095,-0.9
302.874954,50.0084,50.0094,-0.8
302.874965,50.0076,50.0085,-1.1
302.874977,50.0091,50.0081,-1.3
302.874988,50.0068,50.0077,-0.7
302.875,50.0104,50.0085,0.6
302.875012,50.0111,50.0097,1.9
302.875023,50.0091,50.0092,0.1
302.875035,50.0104,50.0092,-0.6
302.875046,50.0081,50.0094,0.1
302.875058,50.0104,50.0094,0.0
302.875069,50.0103,50.0101,0.8
302.875081,50.0095,50.0106,1.1
302.875093,50.0082,50.0100,-0.3
302.875104,50.0087,50.0091,-1.3
302.875116,50.0093,50.0093,-0.4
302.875127,50.0088,50.0090,-0.3
302.875139,50.0085,50.0096,0.4
302.87515,50.0115,50.0098,0.7
302.875162,50.0107,50.0098,0.5
302.875174,50.0111,50.0099,0.3
302.875185,50.0105,50.0101,0.1
302.875197,50.0116,50.0098,-0.1
302.875208,50.0094,50.0099,-0.4
302.87522,50.0109,50.0105,0.7
302.875231,50.0096,50.0102,0.4
302.875243,50.0105,50.0098,-0.5
302.875255,50.0090,50.0088,-1.5
302.875266,50.0123,50.0095,-0.2
302.875278,50.0100,50.0101,1.2
302.875289,50.0089,50.0092,-0.7
302.875301,50.0108,50.0098,-0.3
302.875313,50.0100,50.0102,1.1
302.875324,50.0073,50.0095,-0.5
302.875336,50.0063,50.0083,-1.8
302.875347,50.0133,50.0086,-0.6
302.875359,50.0088,50.0100,2.0
302.87537,50.0105,50.0094,0.4
302.875382,50.0056,50.0093,-0.6
302.875394,50.0079,50.0095,0.0
302.875405,50.0095,50.0092,-0.1
302.875417,50.0112,50.0095,0.2
302.875428,50.0118,50.0101,0.9
302.87544,50.0092,50.0099,0.2
302.875451,50.0113,50.0094,-0.8
302.875463,50.0078,50.0101,0.5
302.875475,50.0105,50.0100,0.5
302.875486,50.0088,50.0102,0.1
302.875498,50.0100,50.0096,-0.6
302.875509,50.0134,50.0100,-0.2
302.875521,50.0097,50.0111,1.6
302.875532,50.0098,50.0103,-0.2
302.875544,50.0110,50.0097,-1.5
302.875556,50.0100,50.0095,-0.6
302.875567,50.0116,50.0098,0.2
302.875579,50.0096,50.0099,0.5
302.87559,50.0104,50.0098,-0.1
302.875602,50.0098,50.0098,0.1
302.875613,50.0107,50.0099,0.1
302.875625,50.0104,50.0107,1.0
302.875637,50.0103,50.0103,0.4
302.875648,50.0092,50.0095,-1.2
302.87566,50.0097,50.0102,0.1
302.875671,50.0100,50.0103,0.7
302.875683,50.0103,50.0102,0.2
302.875694,50.0056,50.0093,-0.9
302.875706,50.0093,50.0079,-2.3
302.875718,50.0083,50.0082,-0.7
302.875729,50.0087,50.0083,0.5
302.875741,50.0088,50.0086,0.5
302.875752,50.0090,50.0079,-0.4
302.875764,50.0071,50.0069,-1.8
302.875775,50.0102,50.0077,-0.1
302.875787,50.0103,50.0081,1.2
302.875799,50.0086,50.0083,0.5
302.87581,50.0097,50.0089,0.7
302.875822,50.0085,50.0086,0.1
302.875833,50.0077,50.0081,-0.7
302.875845,50.0072,50.0079,-0.5
302.875856,50.0060,50.0072,-1.0
302.875868,50.0077,50.0069,-0.8
302.87588,50.0083,50.0071,-0.0
302.875891,50.0083,50.0079,0.8
302.875903,50.0047,50.0079,0.6
302.875914,50.0072,50.0065,-1.7
302.875926,50.0069,50.0068,-0.8
302.875937,50.0056,50.0070,0.6
302.875949,50.0071,50.0065,0.0
302.875961,50.0073,50.0064,-0.5
302.875972,50.0066,50.0060,-0.5
302.875984,50.0078,50.0067,0.3
302.875995,50.0078,50.0075,1.4
302.876007,50.0051,50.0073,0.4
302.876019,50.0050,50.0067,-0.5
302.87603,50.0066,50.0065,-0.6
302.876042,50.0071,50.0073,0.6
302.876053,50.0076,50.0076,1.4
302.876065,50.0092,50.0079,0.6
302.876076,50.0075,50.0077,0.2
302.876088,50.0051,50.0067,-1.2
302.8761,50.0088,50.0068,-0.9
302.876111,50.0066,50.0071,0.6
302.876123,50.0089,50.0064,-0.3
302.876134,50.0088,50.0072,0.2
302.876146,50.0057,50.0076,1.0
302.876157,50.0076,50.0078,0.4
302.876169,50.0071,50.0075,0.2
302.876181,50.0068,50.0072,-0.5
302.876192,50.0060,50.0075,0.3
302.876204,50.0100,50.0072,0.1
302.876215,50.0054,50.0069,-0.8
302.876227,50.0080,50.0073,0.2
302.876238,50.0045,50.0075,0.5
302.87625,50.0060,50.0070,-0.2
302.876262,50.0102,50.0068,-0.4
302.876273,50.0066,50.0077,1.0
302.876285,50.0068,50.0069,-0.0
302.876296,50.0059,50.0069,-0.7
302.876308,50.0083,50.0068,0.0
302.876319,50.0061,50.0075,0.6
302.876331,50.0068,50.0076,0.5
302.876343,50.0095,50.0074,-0.1
302.876354,50.0088,50.0084,0.9
302.876366,50.0062,50.0087,1.1
302.876377,50.0086,50.0079,-0.8
302.876389,50.0092,50.0077,-0.7
302.8764,50.0061,50.0073,-0.4
302.876412,50.0079,50.0075,0.0
302.876424,50.0088,50.0078,0.6
302.876435,50.0050,50.0074,-0.1
302.876447,50.0096,50.0066,-1.3
302.876458,50.0068,50.0068,-0.5
302.87647,50.0064,50.0074,0.7
302.876481,50.0074,50.0077,0.8
302.876493,50.0071,50.0072,-0.3
302.876505,50.0064,50.0074,0.0
302.876516,50.0103,50.0076,0.5
302.876528,50.0061,50.0073,0.1
302.876539,50.0076,50.0067,-0.9
302.876551,50.0052,50.0074,0.1
302.876562,50.0088,50.0079,0.9
302.876574,50.0058,50.0074,0.0
302.876586,50.0073,50.0067,-1.2
302.876597,50.0076,50.0081,0.8
302.876609,50.0073,50.0092,2.6
302.87662,50.0081,50.0085,0.4
302.876632,50.0080,50.0078,-1.3
302.876644,50.0045,50.0071,-1.2
302.876655,50.0079,50.0070,-0.7
302.876667,50.0037,50.0068,-0.2
302.876678,50.0084,50.0071,0.2
302.87669,50.0060,50.0072,0.3
302.876701,50.0084,50.0069,-0.2
302.876713,50.0064,50.0074,0.3
302.876725,50.0066,50.0074,0.3
302.876736,50.0084,50.0075,0.0
302.876748,50.0044,50.0075,0.1
302.876759,50.0073,50.0070,-0.5
302.876771,50.0071,50.0070,-0.3
302.876782,50.0089,50.0074,0.7
302.876794,50.0060,50.0071,0.2
302.876806,50.0067,50.0074,-0.2
302.876817,50.0069,50.0079,0.7
302.876829,50.0082,50.0079,0.4
302.87684,50.0065,50.0076,0.1
302.876852,50.0104,50.0079,0.1
302.876863,50.0066,50.0084,0.7
302.876875,50.0070,50.0078,-0.3
302.876887,50.0084,50.0074,-1.1
302.876898,50.0088,50.0078,0.1
302.87691,50.0078,50.0077,0.2
302.876921,50.0076,50.0077,-0.2
302.876933,50.0075,50.0069,-0.7
302.876944,50.0088,50.0070,-0.5
302.876956,50.0079,50.0078,0.9
302.876968,50.0077,50.0072,-0.1
302.876979,50.0058,50.0066,-1.2
302.876991,50.0081,50.0072,0.2
302.877002,50.0083,50.0076,1.2
302.877014,50.0059,50.0071,-0.2
302.877025,50.0101,50.0070,-0.7
302.877037,50.0079,50.0080,1.1
302.877049,50.0068,50.0077,0.5
302.87706,50.0052,50.0075,-0.8
302.877072,50.0078,50.0084,0.9
302.877083,50.0078,50.0081,0.5
302.877095,50.0086,50.0083,-0.1
302.877106,50.0047,50.0083,0.6
302.877118,50.0075,50.0077,-0.8
302.87713,50.0083,50.0079,-0.4
302.877141,50.0072,50.0086,1.0
302.877153,50.0074,50.0080,0.1
302.877164,50.0073,50.0071,-1.0
302.877176,50.0051,50.0070,-0.3
302.877188,50.0079,50.0071,-0.0
302.877199,50.0099,50.0081,1.0
302.877211,50.0083,50.0081,0.8
302.877222,50.0061,50.0073,-0.9
302.877234,50.0098,50.0078,-0.0
302.877245,50.0097,50.0089,1.7
302.877257,50.0080,50.0082,0.3
302.877269,50.0093,50.0077,-1.1
302.87728,50.0068,50.0075,-0.4
302.877292,50.0081,50.0076,-0.1
302.877303,50.0075,50.0085,1.1
302.877315,50.0085,50.0081,0.4
302.877326,50.0091,50.0075,-0.8
302.877338,50.0068,50.0079,-0.1
302.87735,50.0077,50.0083,0.7
302.877361,50.0064,50.0083,0.3
302.877373,50.0078,50.0077,-0.4
302.877384,50.0072,50.0071,-1.0
302.877396,50.0083,50.0075,0.1
302.877407,50.0086,50.0082,1.0
302.877419,50.0055,50.0077,-0.1
302.877431,50.0081,50.0077,-0.5
302.877442,50.0112,50.0084,0.5
302.877454,50.0080,50.0087,0.8
302.877465,50.0081,50.0080,-0.5
302.877477,50.0099,50.0081,-0.7
302.877488,50.0074,50.0080,-0.1
302.8775,50.0059,50.0068,-1.3
302.877512,50.0108,50.0068,-0.9
302.877523,50.0077,50.0077,0.9
302.877535,50.0087,50.0079,0.6
302.877546,50.0072,50.0078,0.1
302.877558,50.0072,50.0075,-0.5
302.877569,50.0097,50.0082,0.7
302.877581,50.0054,50.0082,0.7
302.877593,50.0109,50.0083,0.0
302.877604,50.0074,50.0085,0.4
302.877616,50.0100,50.0086,0.0
302.877627,50.0063,50.0089,0.6
302.877639,50.0075,50.0083,-0.5
302.87765,50.0069,50.0080,-0.7
302.877662,50.0091,50.0078,-0.2
302.877674,50.0071,50.0079,0.3
302.877685,50.0072,50.0077,-0.4
302.877697,50.0078,50.0078,-0.2
302.877708,50.0089,50.0081,0.5
302.87772,50.0067,50.0083,0.6
302.877731,50.0092,50.0077,-0.8
302.877743,50.0062,50.0080,-0.2
302.877755,50.0071,50.0073,-0.5
302.877766,50.0081,50.0076,-0.3
302.877778,50.0068,50.0085,1.3
302.877789,50.0045,50.0078,0.2
302.877801,50.0088,50.0074,-0.9
302.877813,50.0072,50.0076,0.3
302.877824,50.0079,50.0080,0.4
302.877836,50.0079,50.0079,0.3
302.877847,50.0085,50.0076,-0.3
302.877859,50.0081,50.0079,0.1
302.87787,50.0086,50.0081,0.3
302.877882,50.0076,50.0089,0.7
302.877894,50.0100,50.0084,0.1
302.877905,50.0101,50.0073,-1.6
302.877917,50.0090,50.0082,0.2
302.877928,50.0086,50.0081,0.6
302.87794,50.0119,50.0087,0.4
302.877951,50.0092,50.0093,0.9
302.877963,50.0055,50.0090,0.1
302.877975,50.0073,50.0082,-1.1
302.877986,50.0082,50.0084,-0.4
302.877998,50.0058,50.0078,-0.4
302.878009,50.0091,50.0082,-0.1
302.878021,50.0077,50.0083,0.6
302.878032,50.0070,50.0074,-0.6
302.878044,50.0073,50.0074,-1.0
302.878056,50.0079,50.0078,0.4
302.878067,50.0074,50.0079,0.5
302.878079,50.0108,50.0084,0.6
302.87809,50.0080,50.0081,0.0
302.878102,50.0073,50.0078,-0.6
302.878113,50.0047,50.0076,-0.7
302.878125,50.0076,50.0071,-0.6
302.878137,50.0077,50.0081,0.9
302.878148,50.0058,50.0083,1.1
302.87816,50.0122,50.0082,-0.2
302.878171,50.0063,50.0089,0.6
302.878183,50.0095,50.0078,-0.7
302.878194,50.0071,50.0075,-1.0
302.878206,50.0075,50.0075,-0.4
302.878218,50.0080,50.0082,0.6
302.878229,50.0078,50.0080,0.2
302.878241,50.0091,50.0083,0.2
302.878252,50.0055,50.0077,-0.6
302.878264,50.0077,50.0069,-1.6
302.878275,50.0088,50.0075,-0.1
302.878287,50.0085,50.0083,1.7
302.878299,50.0089,50.0082,0.6
302.87831,50.0066,50.0073,-1.1
302.878322,50.0084,50.0081,0.1
302.878333,50.0083,50.0086,1.3
302.878345,50.0052,50.0079,-0.4
302.878356,50.0090,50.0077,-0.8
302.878368,50.0084,50.0075,-0.3
302.87838,50.0068,50.0077,-0.1
302.878391,50.0068,50.0082,0.6
302.878403,50.0085,50.0080,0.3
302.878414,50.0066,50.0080,-0.1
302.878426,50.0099,50.0081,0.1
302.878438,50.0071,50.0081,0.1
302.878449,50.0060,50.0075,-0.6
302.878461,50.0092,50.0079,-0.2
302.878472,50.0070,50.0080,0.7
302.878484,50.0070,50.0075,-0.7
302.878495,50.0068,50.0078,-0.1
302.878507,50.0072,50.0071,-0.5
302.878519,50.0097,50.0077,0.0
302.87853,50.0051,50.0075,0.5
302.878542,50.0094,50.0077,-0.1
302.878553,50.0068,50.0083,0.7
302.878565,50.0087,50.0076,-0.4
302.878576,50.0091,50.0079,-0.2
302.878588,50.0063,50.0080,0.5
302.8786,50.0084,50.0079,-0.4
302.878611,50.0063,50.0078,0.1
302.878623,50.0095,50.0080,0.1
302.878634,50.0073,50.0079,0.0
302.878646,50.0100,50.0081,0.1
302.878657,50.0074,50.0085,0.6
302.878669,50.0080,50.0080,0.0
302.878681,50.0089,50.0077,-0.7
302.878692,50.0092,50.0076,-0.4
302.878704,50.0097,50.0080,0.3
302.878715,50.0103,50.0087,1.2
302.878727,50.0073,50.0091,1.2
302.878738,50.0086,50.0089,-0.0
302.87875,50.0064,50.0082,-1.0
302.878762,50.0081,50.0084,-0.2
302.878773,50.0080,50.0081,-0.3
302.878785,50.0079,50.0075,-0.5
302.878796,50.0081,50.0077,-0.1
302.878808,50.0100,50.0083,1.0
302.878819,50.0103,50.0085,0.8
302.878831,50.0063,50.0082,-0.1
302.878843,50.0083,50.0084,-0.3
302.878854,50.0079,50.0085,0.1
302.878866,50.0078,50.0090,0.8
302.878877,50.0067,50.0090,0.6
302.878889,50.0091,50.0080,-1.0
302.8789,50.0056,50.0075,-1.1
302.878912,50.0076,50.0069,-0.8
302.878924,50.0076,50.0073,-0.2
302.878935,50.0102,50.0083,1.2
302.878947,50.0073,50.0082,0.6
302.878958,50.0064,50.0073,-1.1
302.87897,50.0088,50.0070,-1.1
302.878981,50.0056,50.0068,-0.4
302.878993,50.0075,50.0072,0.3
302.879005,50.0068,50.0083,1.6
302.879016,50.0101,50.0081,0.9
302.879028,50.0092,50.0082,0.0
302.879039,50.0084,50.0085,0.5
302.879051,50.0066,50.0078,-0.7
302.879063,50.0073,50.0075,-1.0
302.879074,50.0104,50.0079,0.2
302.879086,50.0088,50.0075,0.1
302.879097,50.0071,50.0060,-1.8
302.879109,50.0097,50.0062,-1.2
302.87912,50.0076,50.0073,1.5
302.879132,50.0068,50.0081,1.7
302.879144,50.0113,50.0077,0.0
302.879155,50.0068,50.0075,-0.7
302.879167,50.0077,50.0067,-0.9
302.879178,50.0079,50.0071,-0.1
302.87919,50.0067,50.0078,1.1
302.879201,50.0096,50.0077,0.4
302.879213,50.0070,50.0080,0.1
302.879225,50.0064,50.0079,0.4
302.879236,50.0045,50.0066,-1.4
302.879248,50.0079,50.0067,-0.8
302.879259,50.0085,50.0072,0.7
302.879271,50.0064,50.0070,0.0
302.879282,50.0073,50.0073,0.0
302.879294,50.0091,50.0082,1.1
302.879306,50.0089,50.0083,1.0
302.879317,50.0094,50.0077,-0.6
302.879329,50.0083,50.0083,0.3
302.87934,50.0096,50.0086,0.9
302.879352,50.0088,50.0089,0.6
302.879363,50.0081,50.0084,-0.1
302.879375,50.0047,50.0071,-2.0
302.879387,50.0055,50.0068,-1.5
302.879398,50.0070,50.0075,0.6
302.87941,50.0068,50.0075,0.6
302.879421,50.0070,50.0073,-0.2
302.879433,50.0066,50.0077,0.4
302.879444,50.0090,50.0075,0.2
302.879456,50.0087,50.0079,0.5
302.879468,50.0084,50.0076,0.0
302.879479,50.0082,50.0074,-0.6
302.879491,50.0045,50.0069,-0.6
302.879502,50.0065,50.0067,-0.7
302.879514,50.0086,50.0073,0.5
302.879525,50.0069,50.0070,0.2
302.879537,50.0082,50.0076,0.5
302.879549,50.0098,50.0079,0.9
302.87956,50.0091,50.0083,0.5
302.879572,50.0095,50.0083,0.3
302.879583,50.0102,50.0086,0.2
302.879595,50.0093,50.0094,0.9
302.879606,50.0093,50.0090,0.1
302.879618,50.0059,50.0078,-1.7
302.87963,50.0098,50.0079,-1.0
302.879641,50.0052,50.0080,0.3
302.879653,50.0101,50.0077,-0.3
302.879664,50.0075,50.0073,-0.7
302.879687,50.0085,50.0079,0.3
302.879699,50.0082,50.0097,2.3
302.879711,50.0108,50.0111,2.9
302.879722,50.0077,50.0111,1.1
302.879734,50.0108,50.0107,-0.4
302.879745,50.0121,50.0107,-0.4
302.879757,50.0119,50.0105,-0.1
302.879769,50.0104,50.0108,0.2
302.87978,50.0076,50.0106,0.1
302.879792,50.0104,50.0108,-0.1
302.879803,50.0120,50.0114,1.1
302.879815,50.0128,50.0108,0.1
302.879826,50.0114,50.0111,-0.2
302.879838,50.0113,50.0117,0.9
302.87985,50.0117,50.0109,-0.6
302.879861,50.0125,50.0113,-0.2
302.879873,50.0112,50.0122,1.5
302.879884,50.0077,50.0114,0.1
302.879884,50.0088,50.0099,-2.2
302.879896,50.0093,50.0099,-1.3
302.879907,50.0132,50.0113,1.5
302.879919,50.0089,50.0120,2.1
302.879931,50.0106,50.0111,-0.2
302.879942,50.0104,50.0111,-0.6
302.879954,50.0067,50.0105,-0.5
302.879965,50.0105,50.0102,-1.0
302.879977,50.0089,50.0107,0.2
302.879988,50.0107,50.0107,0.4
302.88,50.0111,50.0114,0.8
302.880023,50.0129,50.0117,0.9
302.880035,50.0096,50.0111,-0.4
302.880046,50.0086,50.0101,-1.7
302.880058,50.0103,50.0100,-0.9
302.880069,50.0076,50.0090,-1.2
302.880081,50.0044,50.0069,-3.3
302.880093,50.0065,50.0060,-2.4
302.880104,50.0064,50.0063,-0.1
302.880116,50.0086,50.0077,1.7
302.880127,50.0058,50.0073,0.6
302.880139,50.0048,50.0070,-0.7
302.88015,50.0091,50.0077,0.5
302.880162,50.0075,50.0084,1.2
302.880174,50.0064,50.0080,0.2
302.880185,50.0084,50.0071,-1.4
302.880197,50.0076,50.0075,-0.2
302.880208,50.0052,50.0071,-0.2
302.88022,50.0059,50.0069,-0.5
302.880231,50.0054,50.0070,-0.2
302.880243,50.0052,50.0073,0.3
302.880255,50.0060,50.0073,0.2
302.880266,50.0072,50.0072,-0.3
302.880278,50.0076,50.0077,0.6
302.880289,50.0068,50.0081,1.2
302.880301,50.0086,50.0078,0.1
302.880313,50.0085,50.0079,-0.0
302.880324,50.0056,50.0076,-0.1
302.880336,50.0059,50.0069,-1.0
302.880347,50.0075,50.0077,0.5
302.880359,50.0051,50.0083,1.3
302.88037,50.0094,50.0076,-0.5
302.880382,50.0061,50.0078,-0.2
302.880394,50.0070,50.0079,0.4
302.880405,50.0074,50.0082,0.6
302.880417,50.0086,50.0072,-0.8
302.880428,50.0075,50.0068,-1.2
302.88044,50.0061,50.0069,-0.2
302.880451,50.0084,50.0073,0.5
302.880463,50.0103,50.0083,1.3
302.880475,50.0106,50.0092,1.7
302.880486,50.0121,50.0100,1.6
302.880498,50.0100,50.0103,1.0
302.880509,50.0093,50.0103,0.1
302.880521,50.0090,50.0111,1.0
302.880532,50.0090,50.0104,-0.1
302.880544,50.0108,50.0100,-1.1
302.880556,50.0109,50.0104,-0.1
302.880567,50.0104,50.0102,-0.1
302.880579,50.0123,50.0101,-0.4
302.88059,50.0109,50.0109,0.8
302.880602,50.0118,50.0110,0.7
302.880613,50.0107,50.0108,-0.1
302.880625,50.0101,50.0102,-0.9
302.880637,50.0088,50.0107,0.2
302.880648,50.0096,50.0111,1.0
302.88066,50.0092,50.0105,-0.2
302.880671,50.0099,50.0102,-0.8
302.880683,50.0131,50.0112,0.9
302.880694,50.0105,50.0117,1.6
302.880706,50.0089,50.0106,-0.6
302.880718,50.0092,50.0097,-1.5
302.880729,50.0098,50.0105,0.2
302.880741,50.0093,50.0101,0.0
302.880752,50.0074,50.0100,-0.7
302.880764,50.0125,50.0105,0.2
302.880775,50.0082,50.0106,0.4
302.880787,50.0102,50.0103,-0.2
302.880799,50.0102,50.0106,0.0
302.88081,50.0115,50.0110,0.9
302.880822,50.0128,50.0116,0.8
302.880833,50.0084,50.0116,0.7
302.880845,50.0113,50.0111,-0.5
302.880856,50.0076,50.0107,-1.0
302.880868,50.0095,50.0105,-0.7
302.88088,50.0099,50.0112,0.3
302.880891,50.0104,50.0110,0.5
302.880903,50.0110,50.0101,-1.1
302.880914,50.0128,50.0105,-0.3
302.880926,50.0104,50.0102,0.1
302.880937,50.0118,50.0103,-0.0
302.880949,50.0105,50.0107,0.3
302.880961,50.0127,50.0110,0.7
302.880972,50.0098,50.0115,0.9
302.880984,50.0105,50.0106,-0.7
302.880995,50.0114,50.0107,-0.5
302.881007,50.0111,50.0111,0.9
302.881019,50.0128,50.0113,0.5
302.88103,50.0122,50.0120,1.0
302.881042,50.0107,50.0112,-0.3
302.881053,50.0112,50.0107,-1.4
302.881065,50.0116,50.0109,-0.2
302.881076,50.0126,50.0110,0.4
302.881088,50.0112,50.0108,-0.3
302.8811,50.0103,50.0107,-0.5
302.881111,50.0107,50.0103,-0.4
302.881123,50.0090,50.0102,-0.5
302.881134,50.0100,50.0106,0.4
302.881146,50.0115,50.0108,0.6
302.881157,50.0125,50.0106,-0.0
302.881169,50.0106,50.0105,-0.3
302.881181,50.0093,50.0111,0.4
302.881192,50.0121,50.0111,0.7
302.881204,50.0115,50.0105,-0.7
302.881215,50.0104,50.0102,-0.8
302.881227,50.0079,50.0096,-1.0
302.881238,50.0117,50.0099,-0.2
302.88125,50.0108,50.0113,2.0
302.881262,50.0099,50.0112,1.0
302.881273,50.0099,50.0101,-1.1
302.881285,50.0068,50.0097,-1.2
302.881296,50.0095,50.0101,0.2
302.881308,50.0126,50.0106,1.0
302.881319,50.0101,50.0107,0.7
302.881331,50.0099,50.0100,-0.7
302.881343,50.0112,50.0099,-0.8
302.881354,50.0116,50.0114,1.3
302.881366,50.0103,50.0125,2.4
302.881377,50.0107,50.0114,-0.3
302.881389,50.0080,50.0107,-1.4
302.8814,50.0114,50.0112,0.0
302.881412,50.0122,50.0118,1.1
302.881424,50.0108,50.0111,-0.2
302.881435,50.0105,50.0108,-1.1
302.881447,50.0097,50.0110,-0.2
302.881458,50.0075,50.0107,-0.0
302.88147,50.0100,50.0102,-0.5
302.881481,50.0121,50.0105,-0.1
302.881493,50.0110,50.0110,0.8
302.881505,50.0105,50.0111,0.6
302.881516,50.0088,50.0105,-0.5
302.881528,50.0109,50.0099,-1.1
302.881539,50.0115,50.0107,0.1
302.881551,50.0068,50.0106,0.7
302.881563,50.0108,50.0095,-1.5
302.881574,50.0092,50.0099,-0.6
302.881586,50.0092,50.0096,0.0
302.881597,50.0116,50.0101,0.4
302.881609,50.0137,50.0104,1.0
302.88162,50.0143,50.0101,-0.2
302.881632,50.0100,50.0105,0.2
302.881644,50.0116,50.0102,0.0
302.881655,50.0114,50.0107,0.2
302.881667,50.0098,50.0110,1.0
302.881678,50.0096,50.0102,-0.7
302.88169,50.0087,50.0101,-0.7
302.881701,50.0106,50.0098,-0.3
302.881713,50.0118,50.0106,0.7
302.881725,50.0092,50.0108,0.9
302.881736,50.0109,50.0099,-0.9
302.881748,50.0127,50.0107,0.0
302.881759,50.0113,50.0114,1.6
302.881771,50.0120,50.0109,0.2
302.881782,50.0078,50.0109,-0.2
302.881794,50.0118,50.0108,-0.1
302.881806,50.0088,50.0106,-0.2
302.881817,50.0138,50.0106,-0.1
302.881829,50.0096,50.0101,-0.3
302.88184,50.0068,50.0091,-1.6
302.881852,50.0095,50.0091,-1.1
302.881863,50.0112,50.0099,0.9
302.881875,50.0095,50.0114,2.4
302.881887,50.0121,50.0109,0.9
302.881898,50.0093,50.0102,-1.1
302.88191,50.0097,50.0100,-0.7
302.881921,50.0114,50.0103,0.4
302.881933,50.0112,50.0102,0.2
302.881944,50.0116,50.0094,-1.2
302.881956,50.0098,50.0103,0.2
302.881968,50.0088,50.0104,1.1
302.881979,50.0098,50.0102,-0.1
302.881991,50.0128,50.0105,0.2
302.882002,50.0090,50.0100,-0.4
302.882014,50.0100,50.0100,-0.4
302.882025,50.0076,50.0093,-0.7
302.882037,50.0094,50.0085,-1.5
302.882049,50.0091,50.0092,0.1
302.88206,50.0111,50.0093,1.0
302.882072,50.0112,50.0097,0.4
302.882083,50.0127,50.0103,0.7
302.882095,50.0108,50.0106,0.9
302.882106,50.0096,50.0109,0.5
302.882118,50.0101,50.0105,-0.3
302.88213,50.0107,50.0101,-0.8
302.882141,50.0078,50.0105,0.4
302.882153,50.0092,50.0097,-0.5
302.882164,50.0088,50.0090,-1.5
302.882176,50.0112,50.0096,0.2
302.882187,50.0098,50.0100,1.0
302.882199,50.0100,50.0094,-0.3
302.882211,50.0108,50.0097,-0.2
302.882222,50.0084,50.0097,0.3
302.882234,50.0066,50.0090,-0.7
302.882245,50.0112,50.0090,-0.5
302.882257,50.0090,50.0093,0.4
302.882269,50.0090,50.0093,0.0
302.88228,50.0090,50.0093,0.1
302.882292,50.0111,50.0089,-0.6
302.882303,50.0103,50.0090,-0.3
302.882315,50.0093,50.0091,0.1
302.882326,50.0093,50.0091,0.3
302.882338,50.0088,50.0086,-0.8
302.88235,50.0133,50.0101,1.1
302.882361,50.0100,50.0106,1.7
302.882373,50.0095,50.0094,-0.8
302.882384,50.0104,50.0095,-0.8
302.882396,50.0113,50.0099,0.5
302.882407,50.0074,50.0091,-0.6
302.882419,50.0094,50.0091,-0.5
302.882431,50.0093,50.0097,0.7
302.882442,50.0108,50.0105,1.3
302.882454,50.0108,50.0109,1.1
302.882465,50.0106,50.0105,-0.2
302.882477,50.0096,50.0097,-0.8
302.882488,50.0092,50.0088,-1.5
302.8825,50.0074,50.0093,-0.2
302.882512,50.0083,50.0095,1.0
302.882523,50.0091,50.0094,0.0
302.882535,50.0110,50.0101,0.6
302.882546,50.0101,50.0099,0.5
302.882558,50.0095,50.0094,-0.5
302.882569,50.0066,50.0093,-0.3
302.882581,50.0086,50.0087,-0.6
302.882593,50.0083,50.0089,-0.4
302.882604,50.0060,50.0088,0.2
302.882616,50.0084,50.0090,0.1
302.882627,50.0100,50.0094,0.7
302.882639,50.0084,50.0093,0.5
302.88265,50.0069,50.0085,-1.2
302.882662,50.0092,50.0089,-0.1
302.882674,50.0104,50.0093,0.9
302.882685,50.0092,50.0085,-0.2
302.882697,50.0088,50.0085,-0.8
302.882708,50.0068,50.0086,0.2
302.88272,50.0088,50.0089,0.2
302.882731,50.0104,50.0094,0.7
302.882743,50.0090,50.0096,0.8
302.882755,50.0091,50.0097,0.3
302.882766,50.0085,50.0092,-0.5
302.882778,50.0062,50.0088,-0.7
302.882789,50.0105,50.0082,-1.0
302.882801,50.0097,50.0089,0.1
302.882812,50.0084,50.0096,1.3
302.882824,50.0081,50.0085,-0.9
302.882836,50.0104,50.0081,-1.3
302.882847,50.0100,50.0092,0.8
302.882859,50.0078,50.0096,1.1
302.88287,50.0082,50.0093,0.0
302.882882,50.0083,50.0089,-0.6
302.882894,50.0092,50.0094,0.1
302.882905,50.0063,50.0093,0.4
302.882917,50.0094,50.0083,-1.0
302.882928,50.0094,50.0086,-0.4
302.88294,50.0064,50.0092,1.1
302.882951,50.0082,50.0087,-0.1
302.882963,50.0079,50.0081,-1.2
302.882975,50.0078,50.0085,-0.0
302.882986,50.0084,50.0085,0.4
302.882998,50.0094,50.0083,-0.3
302.883009,50.0093,50.0083,-0.2
302.883021,50.0100,50.0086,0.2
302.883032,50.0092,50.0087,0.4
302.883044,50.0109,50.0086,-0.1
302.883056,50.0082,50.0091,0.6
302.883067,50.0094,50.0090,0.2
302.883079,50.0067,50.0083,-0.8
302.88309,50.0106,50.0088,-0.1
302.883102,50.0081,50.0095,1.4
302.883113,50.0111,50.0092,0.1
